Marktbereich;PHG;Modeserie;PUG;Zielgruppe;Modell;Modell;Farbkarte;Farbe;FS18;FS19;FS20;FS21
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15478;Skovi 10;;bright pink/cranberry;0;0;0;524
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15478;Skovi 10;BLAU;blue/eclipse;0;0;0;348
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15478;Skovi 10;GRÜN;apple;0;0;0;352
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15478;Skovi 10;GRÜN;parrot green/eclipse;0;0;0;267
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15478;Skovi 10;ROT;mars red;0;0;0;173
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15484;Minnie 10;;bright pink/cranberry;0;0;0;385
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15484;Minnie 10;BLAU;blue/eclipse;0;0;0;453
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15484;Minnie 10;GRÜN;parrot green/eclipse;0;0;0;273
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke10-14L;Kinder;15484;Minnie 10;TÜRKIS;dark petrol;0;0;0;209
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;14023;Pecki 18;BLAU;blue;0;1040;582;36
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;14023;Pecki 18;GRÜN;parrot green;0;27;0;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;14023;Pecki 18;GRÜN;petroleum;0;499;553;2
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;14023;Pecki 18;PINK;bright pink;0;1;403;18
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;14023;Pecki 18;PINK;crocus;0;510;33;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15479;Skovi 15;;bright pink/cranberry;0;0;0;431
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15479;Skovi 15;BLAU;blue/eclipse;0;0;0;532
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15479;Skovi 15;GRÜN;apple;0;0;0;343
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15479;Skovi 15;ROT;mars red;0;0;0;230
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15479;Skovi 15;TÜRKIS;dark petrol;0;0;0;258
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15480;Skovi 19;BLAU;blue/eclipse;0;0;0;389
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15480;Skovi 19;PINK;bright pink;0;0;0;235
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15480;Skovi 19;TÜRKIS;dark petrol;0;0;0;251
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15481;Hylax 15;BLAU;eclipse;0;0;0;150
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15481;Hylax 15;PINK;bright pink;0;0;0;85
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke15-19L;Kinder;15481;Hylax 15;TÜRKIS;dark petrol;0;0;0;260
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke20-29L;Kinder;15493;Hidalgo 24+4;BLAU;eclipse;0;0;0;287
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke20-29L;Kinder;15493;Hidalgo 24+4;KHAKI;cedar wood;0;0;0;162
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;BLAU;blue;0;691;769;225
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;BLAU;marine/red;0;197;0;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;BLAU;radiate blue;3;447;182;84
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;GRÜN;parrot green;3;461;496;181
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;;petroleum;0;453;290;83
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;PINK;bright pink;0;2;458;53
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;PINK;crocus;3;390;38;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;;rosebay;0;1109;808;329
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;ROT;energetic red;0;60;0;1
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12458;Ayla 6;TÜRKIS;reef;0;2;32;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;BLAU;blue;0;964;783;445
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;BLAU;marine/red;0;25;1;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;BLAU;radiate blue;0;232;230;133
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;GRÜN;parrot green;0;757;701;97
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;GRÜN;petroleum;0;516;544;113
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;PINK;bright pink;0;0;438;106
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;PINK;crocus;0;589;33;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;PINK;rosebay;0;1213;715;312
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;12459;Minnie 5;ROT;energetic red;0;3;1;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;14311;Flocke;GRAU;calf;0;396;403;356
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;14312;Stupsi;GELB;peanut butter;0;332;428;411
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;14313;Wusel;BRAUN;redwood;0;435;652;462
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;14878;Ayla 6;BLAU;marine/blue;0;166;0;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;14878;Ayla 6;GRÜN;grass/applegreen;0;286;0;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;14878;Ayla 6;PINK;grenadine;0;282;0;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;14878;Ayla 6;ROT;salsa/red;0;117;0;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;14878;Ayla 6;TÜRKIS;green spinel;0;248;0;0
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15483;Minnie 5;;bright pink/cranberry;0;0;0;517
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15483;Minnie 5;BLAU;blue/eclipse;0;0;0;487
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15483;Minnie 5;GRÜN;parrot green/eclipse;0;0;0;541
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15483;Minnie 5;ROT;mars red;0;0;0;352
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15485;Ayla 6;;bright pink/cranberry;0;0;0;759
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15485;Ayla 6;BLAU;blue/eclipse;0;0;0;538
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15485;Ayla 6;GRÜN;apple;0;0;0;279
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15485;Ayla 6;GRÜN;parrot green/eclipse;0;0;0;562
Mountain-Sports;Rucksaecke;Family;R-Rucksaecke5-9L;Kinder;15485;Ayla 6;ROT;mars red;0;0;0;232
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;11426;Snippy;BLAU;marine/blue;0;47;0;0
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;11426;Snippy;GRÜN;grass/applegreen;0;31;0;0
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;11426;Snippy;ROT;salsa/red;0;6;0;0
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;12461;Snippy;BLAU;blue;0;368;346;3
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;12461;Snippy;GRÜN;parrot green;0;284;249;4
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;12461;Snippy;PINK;rosebay;0;447;423;9
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;15489;Snippy;;bright pink/cranberry;0;0;0;285
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;15489;Snippy;BLAU;blue/eclipse;0;0;0;192
Mountain-Sports;Rucksaecke;Family;R-Taschen-ab8;Kinder;15489;Snippy;GRÜN;parrot green/eclipse;0;0;0;152
Mountain-Sports;Rucksaecke;Family;R-Taschen-bis7,5;Kinder;14314;Pepper;BRAUN;redwood;0;227;354;238
Mountain-Sports;Rucksaecke;Family;R-Taschen-bis7,5;Kinder;14315;Brummel;GRAU;heron;0;198;285;210
Mountain-Sports;Rucksaecke;Family;R-Zubehoer;Kinder;10799;Sun-Raincover-Combination Wallaby;ORANGE;orange;0;1;0;0
Mountain-Sports;Rucksaecke;Family;R-Zubehoer;Kinder;11903;Sun-Raincover-Combination Shuttle;ORANGE;orange;2;522;696;472
Mountain-Sports;Rucksaecke;Family;R-Zubehoer;Unisex;11859;Big Raincover Shuttle;ORANGE;orange;0;169;252;226
Mountain-Sports;Rucksaecke;Family;R-Zubehoer;Unisex;11860;Head support Shuttle;GRAU;anthracite;0;161;239;268
Mountain-Sports;Rucksaecke;Family;R-Zubehoer;Unisex;11861;"Cushion ""Frog""";WEISS;white;0;208;202;126
Mountain-Sports;Rucksaecke;Mountain;R-Accessories;Unisex;11154;Little Waterboy;BLAU;blue;0;0;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Accessories;Unisex;11154;Little Waterboy;SCHWARZ;black;0;1;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Accessories;Unisex;12741;Little Waterboy;BLAU;radiate blue;0;232;763;490
Mountain-Sports;Rucksaecke;Mountain;R-Accessories;Unisex;12741;Little Waterboy;GELB;duff yellow;0;170;233;206
Mountain-Sports;Rucksaecke;Mountain;R-Accessories;Unisex;12741;Little Waterboy;SCHWARZ;black;0;828;1276;920
Mountain-Sports;Rucksaecke;Mountain;R-Accessories;Unisex;12742;Big Waterboy;BLAU;radiate blue;0;479;545;505
Mountain-Sports;Rucksaecke;Mountain;R-Accessories;Unisex;12742;Big Waterboy;SCHWARZ;black;0;1167;1153;1202
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11297;Steckschnalle 15 mm Single Adjust;GRAU;pebbles;0;155;95;68
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11297;Steckschnalle 15 mm Single Adjust;SCHWARZ;black;0;220;629;91
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11298;Steckschnalle 20 mm Single Adjust;GRAU;pebbles;0;224;221;157
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11298;Steckschnalle 20 mm Single Adjust;SCHWARZ;black;0;263;675;169
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11299;Steckschnalle 20 mm Dual Adjust;GRAU;anthracite;0;1;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11299;Steckschnalle 20 mm Dual Adjust;GRAU;pebbles;0;290;241;144
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11299;Steckschnalle 20 mm Dual Adjust;SCHWARZ;black;0;422;569;270
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11300;Steckschnalle 25 mm Single Adjust;GRAU;pebbles;0;133;273;137
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11300;Steckschnalle 25 mm Single Adjust;SCHWARZ;black;0;327;530;160
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11301;Steckschnalle 25 mm Dual Adjust;GRAU;pebbles;0;277;338;211
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11301;Steckschnalle 25 mm Dual Adjust;SCHWARZ;black;0;745;668;414
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11302;Steckschnalle 38 mm Dual Adjust;GRAU;pebbles;0;164;202;103
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;11302;Steckschnalle 38 mm Dual Adjust;SCHWARZ;black;0;590;419;341
Mountain-Sports;Rucksaecke;Mountain;R-Ersatzteil;Unisex;12916;Chest Belt Alpine 15 mm;GRAU;anthracite;0;57;99;63
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Damen;12091;Wo Nendaz 18;GRÜN;cactus;0;14;18;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Damen;12091;Wo Nendaz 18;LILA;elderberry;0;21;26;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Damen;14498;Wo Larice 16;GRAU;moonstone;0;0;0;21
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;12362;Updraft 18 LW;BLAU;brilliant blue;0;138;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;12362;Updraft 18 LW;GRAU;iron;0;177;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;14306;Trail Spacer 18;GRAU;iron;0;66;222;132
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;14306;Trail Spacer 18;GRÜN;bright green;0;101;152;89
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;14307;Larice 18;BLAU;icicle;0;0;46;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;14307;Larice 18;GRAU;iron;0;0;28;8
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;14307;Larice 18;GRÜN;bright green;0;0;18;22
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;14386;Rupal Light 18;GRAU;iron;0;0;51;37
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke15-19L;Unisex;14386;Rupal Light 18;GRÜN;bright green;0;0;93;27
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Damen;12143;Wo Nendaz 24;GRÜN;cactus;0;11;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Damen;12143;Wo Nendaz 24;LILA;elderberry;0;36;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;12090;Nendaz 20;BLAU;washed blue;0;168;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;12090;Nendaz 20;GRÜN;cactus;0;62;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;12090;Nendaz 20;SCHWARZ;black;0;27;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;12141;Nendaz 25;BLAU;washed blue;0;299;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;12141;Nendaz 25;SCHWARZ;black;0;76;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;12151;Scopi 22 LW;GRAU;pebbles;0;54;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;12364;Updraft 28 LW;BLAU;brilliant blue;0;138;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;12364;Updraft 28 LW;GRAU;iron;0;102;50;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;14308;Larice 26;GRAU;iron;0;1;26;27
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;14308;Larice 26;GRÜN;bright green;0;0;31;18
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;14309;Back Bowl 22;BLAU;icicle;0;0;18;43
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;14309;Back Bowl 22;GRAU;iron;0;0;20;26
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;14309;Back Bowl 22;ORANGE;orange madder;0;0;25;20
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;14387;Rupal Light 28;GRAU;iron;0;0;104;64
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke20-29L;Unisex;14387;Rupal Light 28;GRÜN;bright green;0;0;64;43
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Damen;12677;Wo Rupal 30+;ROT;prunella;6;57;33;17
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;12142;Nendaz 30;BLAU;washed blue;0;261;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;12142;Nendaz 30;GRÜN;cactus;0;2;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;12142;Nendaz 30;SCHWARZ;black;0;134;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;12152;Scopi 32 LW;GRAU;pebbles;0;6;0;0
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;12678;Rupal 35+;BLAU;eclipse;0;69;41;27
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;12678;Rupal 35+;GRAU;anthracite;7;144;66;29
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;14310;Back Bowl 30;GRAU;iron;0;0;33;108
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;14310;Back Bowl 30;ORANGE;orange madder;0;0;17;33
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke30-39L;Unisex;14569;Trail Spacer 28;GRAU;iron;0;0;0;72
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke40-49L;Unisex;12679;Rupal 45+;BLAU;eclipse;6;31;30;25
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke40-49L;Unisex;12679;Rupal 45+;GRAU;anthracite;0;56;36;22
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke5-9L;Unisex;12935;Trail Spacer 8;GRAU;iron;0;629;334;399
Mountain-Sports;Rucksaecke;Mountain;R-Rucksaecke5-9L;Unisex;12935;Trail Spacer 8;GRÜN;bright green;0;0;207;180
Mountain-Sports;Rucksaecke;Mountain;R-Zubehoer;Unisex;14346;OSRAM-Light me up Kit;ROT;red;0;53;965;754
Mountain-Sports;Rucksaecke;Mountain;R-Zubehoer;Unisex;15969;OSRAM-Light me up Kit II;ROT;red;0;0;0;30
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Erste-Hilfe;Unisex;14586;First Aid Kit S Waterproof;GRÜN;chute green;0;0;6;771
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Erste-Hilfe;Unisex;14587;First Aid Kit S;ROT;mars red;0;0;4;2137
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Erste-Hilfe;Unisex;14588;First Aid Kit M;ROT;mars red;0;0;0;713
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Erste-Hilfe;Unisex;14589;First Aid Kit L;ROT;mars red;0;0;0;457
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Erste-Hilfe;Unisex;14590;First Aid Kit M Waterproof;GRÜN;chute green;0;0;0;972
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Kit;Unisex;14580;Trip Box S;BEIGE;dove;0;0;0;166
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Kit;Unisex;14580;Trip Box S;SCHWARZ;black;0;0;0;261
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Kit;Unisex;14581;Trip Box M;GELB;peanut butter;0;0;0;29
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Kit;Unisex;14581;Trip Box M;SCHWARZ;black;0;0;0;37
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Kit;Unisex;14582;Trip Box L;SCHWARZ;black;0;0;0;28
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Kit;Unisex;14582;Trip Box L;TÜRKIS;kingfisher;0;0;0;33
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Waschbeutel;Unisex;14583;Wash Bag S;SCHWARZ;black;0;0;0;47
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Waschbeutel;Unisex;14583;Wash Bag S;TÜRKIS;kingfisher;0;0;0;53
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Waschbeutel;Unisex;14584;Wash Bag M;GELB;peanut butter;0;0;0;57
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Waschbeutel;Unisex;14584;Wash Bag M;SCHWARZ;black;0;0;0;70
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Waschbeutel;Unisex;14584;Wash Bag M;TÜRKIS;kingfisher;0;0;0;63
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Waschbeutel;Unisex;14585;Wash Bag L;GELB;peanut butter;0;0;0;56
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Waschbeutel;Unisex;14585;Wash Bag L;SCHWARZ;black;0;0;0;67
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Waschbeutel;Unisex;14585;Wash Bag L;TÜRKIS;kingfisher;0;0;0;68
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14572;Jackpot;BEIGE;dove;0;0;0;58
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14572;Jackpot;SCHWARZ;black;0;0;0;45
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14573;Big Jackpot;BEIGE;dove;0;0;0;30
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14573;Big Jackpot;SCHWARZ;black;0;0;0;32
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14575;Wallet S;GELB;peanut butter;0;0;0;91
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14575;Wallet S;SCHWARZ;black;0;0;0;104
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14576;Wallet M;GELB;peanut butter;0;0;0;63
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14576;Wallet M;SCHWARZ;black;0;0;0;80
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14577;Wallet L;GELB;peanut butter;0;0;0;51
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14577;Wallet L;SCHWARZ;black;0;0;0;62
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14578;Travel Organizer S;GELB;peanut butter;0;0;0;39
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14578;Travel Organizer S;SCHWARZ;black;0;0;0;53
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14579;Travel Organizer M;GELB;peanut butter;0;0;0;49
Mountain-Sports;Rucksaecke;Trek-Hike;R-Acc-Wertsachentransport;Unisex;14579;Travel Organizer M;SCHWARZ;black;0;0;0;59
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;;;MEHRFARBIG;assorted colours;0;0;0;0
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;11616;Airbag for backpack 15l;WEISS;white;0;397;94;95
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;11617;Airbag for backpack 25l;WEISS;white;0;550;110;110
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;11618;Airbag for backpacks 35l;WEISS;white;0;558;122;197
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;11619;Airbag for backpacks 50l;WEISS;white;0;122;31;106
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;11620;Airbag for backpacks 80l;WEISS;white;0;46;8;69
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;12582;Tanka;SCHWARZ;black;0;874;2376;561
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;12583;Rucksack-Brustgurt;SCHWARZ;black;0;300;391;190
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;12783;Chest belt 15 mm;GRAU;pebbles;0;324;466;192
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;12784;Chest belt 20 mm;GRAU;anthracite;0;563;545;515
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;12785;Chest belt 20 mm Kids;GRAU;pebbles;0;543;489;558
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;12786;Hip belt 20 mm Kids;GRAU;pebbles;0;169;159;204
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;14465;Hip belt 25mm Kids;GRAU;anthracite;0;0;45;70
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;33423;Schnellverschluß;OHNE FARBE;;0;0;0;0
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;33424;Klemmschnalle;OHNE FARBE;;0;18;0;0
Mountain-Sports;Rucksaecke;Trek-Hike;R-Ersatzteil;Unisex;33425;Leiter-Schnalle;OHNE FARBE;;0;111;1577;54
Mountain-Sports;Rucksaecke;Trek-Hike;R-Rucksaecke>=50L;Damen;12435;Wo Asymmetric 48+8;ROT;indian red;0;212;57;22
Mountain-Sports;Rucksaecke;Trek-Hike;R-Rucksaecke>=50L;Damen;12435;Wo Asymmetric 48+8;TÜRKIS;blue sapphire;0;436;124;0
Mountain-Sports;Rucksaecke;Trek-Hike;R-Rucksaecke>=50L;Damen;12438;Wo Brentour 42+10;BLAU;blueberry;0;50;0;0
Mountain-Sports;Rucksaecke;Trek-Hike;R-Rucksaecke>=50L;Damen;12438;Wo Brentour 42+10;ROT;indian red;0;36;0;0
Mountain-Sports;Rucksaecke;Trek-Hike;R-Rucksaecke>=50L;Damen;12664;Wo Astrum EVO 55+10;BLAU;sailor blue;2;772;391;68
