,Marktbereich,PHG,Modeserie,PUG,Zielgruppe,Modell,Modell.1,Farbkarte,Farbe,FS18,FS19,FS20,FS21
5487,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12799.0,Trolley handle (Tobago 65),SCHWARZ,black,0,34,2,9
5488,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12800.0,Trolley handle (Tobago 90),SCHWARZ,black,0,70,3,30
5489,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12801.0,Trolley wheel (25/35/65/90),SCHWARZ,black,0,220,152,35
5490,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12873.0,Trolley wheel (Melbourne 65/90) VR,SCHWARZ,black,0,2,4,0
5491,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12876.0,Trolley wheel (Timok 65/90) VR,SCHWARZ,black,0,11,26,4
5492,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12877.0,Trolley wheel (Timok 65/90) HL,SCHWARZ,black,0,14,19,2
5493,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12878.0,Trolley wheel (Timok 65/90) HR,SCHWARZ,black,0,9,34,3
5494,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12881.0,Trolley handle (Futuna 25),SCHWARZ,black,0,1,0,0
5495,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12882.0,Trolley handle (Sapporo),SCHWARZ,black,0,24,0,1
5496,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12883.0,Trolley handle (Timok 65),SCHWARZ,black,0,15,0,1
5497,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12884.0,Trolley handle (Timok 90),SCHWARZ,black,0,3,0,1
5498,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12887.0,Shoulder pad,SCHWARZ,black,0,163,388,129
5499,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12888.0,Hip belt,SCHWARZ,black,0,473,431,264
5500,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12991.0,"Trolley wheel (Turin,Sapporo II)",SCHWARZ,black,0,25,11,0
5501,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12993.0,Shoulder straps (Tobel S/M),SCHWARZ,black,0,2,7,7
5502,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12994.0,"Trolley handle (Turin S, Sapporo II, Rotuma 35)",SCHWARZ,black,0,7,50,0
5503,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12995.0,Trolley handle (Turin M),SCHWARZ,black,0,4,50,0
5504,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,12996.0,"Trolley handle (Turin L, Rotuma 90)",SCHWARZ,black,0,5,51,0
5505,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,14305.0,Closure (Tabel),SCHWARZ,black,0,41,41,22
5506,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Ersatzteil,Unisex,14378.0,Trolley handle (Tuvana 25),SCHWARZ,black,0,0,0,0
5507,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,10422.0,Sapporo,BRAUN,bison,0,312,0,0
5508,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11578.0,Tobago 65,BLAU,azure,0,31,1,0
5509,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11578.0,Tobago 65,BRAUN,mocca,0,12,0,0
5510,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11578.0,Tobago 65,GRÜN,apple green,0,27,0,0
5511,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11578.0,Tobago 65,ORANGE,orange,0,18,0,0
5512,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11578.0,Tobago 65,SCHWARZ,black,0,11,0,0
5513,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11579.0,Tobago 90,BLAU,azure,0,357,0,0
5514,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11579.0,Tobago 90,BRAUN,mocca,0,17,0,0
5515,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11579.0,Tobago 90,GRÜN,apple green,0,12,0,0
5516,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11579.0,Tobago 90,ORANGE,orange,0,34,0,0
5517,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11579.0,Tobago 90,SCHWARZ,black,0,398,0,0
5518,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11580.0,Futuna 25,BLAU,azure,0,117,0,0
5519,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11580.0,Futuna 25,BRAUN,mocca,0,121,0,0
5520,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11580.0,Futuna 25,SCHWARZ,black,0,7,0,0
5521,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11637.0,Tobago 35,BLAU,azure,0,11,0,0
5522,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11637.0,Tobago 35,BRAUN,mocca,0,98,0,0
5523,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11637.0,Tobago 35,GRÜN,apple green,0,57,0,0
5524,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11637.0,Tobago 35,ORANGE,orange,0,22,0,0
5525,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11637.0,Tobago 35,SCHWARZ,black,0,10,0,0
5526,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11905.0,Melbourne 40,SCHWARZ,black,0,1,0,0
5527,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11905.0,Melbourne 40,TÜRKIS,blue sapphire,0,0,0,0
5528,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11906.0,Melbourne 65,BRAUN,autumnal,0,55,0,0
5529,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11906.0,Melbourne 65,SCHWARZ,black,0,27,0,0
5530,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11906.0,Melbourne 65,TÜRKIS,blue sapphire,0,3,0,0
5531,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11907.0,Melbourne 90,BRAUN,autumnal,0,78,2,0
5532,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11907.0,Melbourne 90,SCHWARZ,black,0,362,1,0
5533,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11907.0,Melbourne 90,TÜRKIS,blue sapphire,0,1,0,0
5534,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11992.0,Tecotraining 35,BLAU,marine,0,1,2,0
5535,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11992.0,Tecotraining 35,SCHWARZ,black,0,0,2,0
5536,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11993.0,Tecotraining 60,BLAU,marine,0,17,0,0
5537,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,11993.0,Tecotraining 60,SCHWARZ,black,0,5,0,0
5538,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12397.0,Timok 65,GELB,mustard,0,13,1,0
5539,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12397.0,Timok 65,KHAKI,olive,0,12,6,199
5540,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12397.0,Timok 65,ROT,darkred,0,33,0,62
5541,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12397.0,Timok 65,SCHWARZ,black,0,30,0,0
5542,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12398.0,Timok 90,GELB,mustard,0,12,6,0
5543,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12398.0,Timok 90,KHAKI,olive,0,17,10,0
5544,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12398.0,Timok 90,ROT,darkred,0,35,10,0
5545,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12398.0,Timok 90,SCHWARZ,black,0,33,2,0
5546,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12399.0,Desna 60,GELB,caramel,0,133,96,34
5547,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12399.0,Desna 60,GRÜN,nickel green,0,101,77,35
5548,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12399.0,Desna 60,KHAKI,olive,0,12,0,0
5549,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12399.0,Desna 60,ROT,darkred,0,140,500,0
5550,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12399.0,Desna 60,SCHWARZ,black,0,275,156,61
5551,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12400.0,Desna 90,GELB,caramel,0,119,31,16
5552,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12400.0,Desna 90,GELB,mustard,0,30,11,0
5553,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12400.0,Desna 90,GRÜN,nickel green,0,77,27,12
5554,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12400.0,Desna 90,KHAKI,olive,0,5,0,0
5555,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12400.0,Desna 90,ROT,darkred,0,240,0,0
5556,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12400.0,Desna 90,SCHWARZ,black,0,143,80,46
5557,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12529.0,Desna 30,GELB,caramel,0,173,91,86
5558,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12529.0,Desna 30,GELB,mustard,0,13,0,0
5559,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12529.0,Desna 30,GRÜN,nickel green,0,116,48,17
5560,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12529.0,Desna 30,ROT,darkred,0,70,0,0
5561,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12529.0,Desna 30,SCHWARZ,black,0,179,109,73
5562,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12660.0,Sapporo II,BLAU,fjord blue,0,144,381,5
5563,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12660.0,Sapporo II,KHAKI,cedar wood,0,96,27,1
5564,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12660.0,Sapporo II,SCHWARZ,black,0,291,123,28
5565,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12661.0,Turin S,BLAU,fjord blue,0,67,33,9
5566,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12661.0,Turin S,KHAKI,cedar wood,0,38,1,0
5567,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12661.0,Turin S,SCHWARZ,black,0,88,22,0
5568,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12662.0,Turin M,BLAU,fjord blue,0,68,42,13
5569,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12662.0,Turin M,KHAKI,cedar wood,0,48,1,0
5570,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12662.0,Turin M,SCHWARZ,black,0,78,49,15
5571,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12663.0,Turin L,BLAU,fjord blue,0,49,20,17
5572,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12663.0,Turin L,KHAKI,cedar wood,0,8,68,0
5573,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12663.0,Turin L,SCHWARZ,black,0,44,28,13
5574,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12923.0,Tecotraining II 50+10,BLAU,marine,0,131,114,0
5575,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12923.0,Tecotraining II 50+10,ROT,strawberry,0,100,44,0
5576,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12923.0,Tecotraining II 50+10,SCHWARZ,black,0,244,196,30
5577,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12923.0,Tecotraining II 50+10,TÜRKIS,peacock,0,0,111,3
5578,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12924.0,Tecogo 30,GRÜN,quarz,0,209,38,19
5579,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12924.0,Tecogo 30,ROT,strawberry,0,122,182,1
5580,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12924.0,Tecogo 30,SCHWARZ,black,0,395,140,80
5581,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,12924.0,Tecogo 30,TÜRKIS,peacock,0,0,24,4
5582,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14245.0,Rotuma 35,BLAU,azure,0,269,110,23
5583,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14245.0,Rotuma 35,BLAU,marine,0,0,137,44
5584,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14245.0,Rotuma 35,BRAUN,mocca,0,158,60,8
5585,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14245.0,Rotuma 35,GRÜN,apple green,0,192,204,1
5586,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14245.0,Rotuma 35,ORANGE,orange,0,173,65,14
5587,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14245.0,Rotuma 35,SCHWARZ,black,0,318,147,42
5588,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14246.0,Rotuma 65,BLAU,azure,0,503,205,38
5589,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14246.0,Rotuma 65,BLAU,marine,0,0,275,63
5590,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14246.0,Rotuma 65,BRAUN,mocca,0,289,133,18
5591,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14246.0,Rotuma 65,GRÜN,apple green,0,406,159,11
5592,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14246.0,Rotuma 65,ORANGE,orange,0,410,212,25
5593,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14246.0,Rotuma 65,SCHWARZ,black,0,672,306,97
5594,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14247.0,Rotuma 90,BLAU,azure,0,644,400,79
5595,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14247.0,Rotuma 90,BLAU,marine,0,0,320,81
5596,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14247.0,Rotuma 90,BRAUN,mocca,0,319,137,17
5597,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14247.0,Rotuma 90,GRÜN,apple green,0,515,227,37
5598,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14247.0,Rotuma 90,ORANGE,orange,0,470,258,49
5599,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14247.0,Rotuma 90,SCHWARZ,black,0,1023,454,88
5600,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14249.0,Tuvana 25,BLAU,azure,0,99,29,70
5601,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14249.0,Tuvana 25,BRAUN,mocca,0,95,52,125
5602,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14249.0,Tuvana 25,SCHWARZ,black,0,232,79,90
5603,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14460.0,Sotschi waxed,ROT,raisin,0,0,54,4
5604,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,14460.0,Sotschi waxed,SCHWARZ,phantom black,0,0,130,11
5605,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15498.0,Tecogo city,GELB,caramel,0,0,0,55
5606,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15498.0,Tecogo city,SCHWARZ,black,0,0,0,64
5607,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15498.0,Tecogo city,SCHWARZ,black/umbra,0,0,0,109
5608,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15589.0,CityTravel Carry-On,BLAU,baltic sea,0,0,0,112
5609,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15589.0,CityTravel Carry-On,SCHWARZ,black,0,0,0,118
5610,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15822.0,CityTravel 60,BLAU,baltic sea,0,0,0,81
5611,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15822.0,CityTravel 60,SCHWARZ,black,0,0,0,89
5612,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15823.0,CityTravel 90,BLAU,baltic sea,0,0,0,69
5613,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Reisegepaeck,Unisex,15823.0,CityTravel 90,SCHWARZ,black,0,0,0,80
5614,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke<5L,Kinder,12334.0,Oy,BLAU,marine,1,24,2,0
5615,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke<5L,Kinder,12334.0,Oy,ROT,darkred,0,12,4,2
5616,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Kinder,12335.0,Schneck,BLAU,marine,0,13,0,4
5617,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Kinder,12335.0,Schneck,ROT,darkred,0,9,0,1
5618,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,11883.0,Azizi,BLAU,navy,0,81,52,15
5619,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,11883.0,Azizi,BRAUN,salamander,0,92,18,21
5620,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,11883.0,Azizi,BRAUN,tobacco,0,78,0,0
5621,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,11883.0,Azizi,GELB,dark sulphur,0,65,47,42
5622,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,11883.0,Azizi,ROT,salsa,0,113,69,22
5623,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,11883.0,Azizi,SCHWARZ,black,0,288,186,31
5624,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12069.0,Tecolog II 14,BLAU,marine,0,7,0,0
5625,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12069.0,Tecolog II 14,BRAUN,tobacco,0,43,0,0
5626,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12069.0,Tecolog II 14,KHAKI,olive,0,11,0,0
5627,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12069.0,Tecolog II 14,ROT,indian red,0,4,0,0
5628,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12069.0,Tecolog II 14,SCHWARZ,black,0,72,0,1
5629,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12394.0,Athen S,BLAU,marine,0,18,1,0
5630,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12394.0,Athen S,KHAKI,olive,0,364,0,0
5631,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12394.0,Athen S,SCHWARZ,black,0,62,0,0
5632,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12567.0,PETali mini II,BLAU,eclipse,0,11,134,30
5633,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12567.0,PETali mini II,BRAUN,berry,0,71,23,24
5634,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12567.0,PETali mini II,BRAUN,coffee,0,202,101,22
5635,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12567.0,PETali mini II,GELB,toad,0,21,7,0
5636,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12567.0,PETali mini II,GRAU,anthracite,0,84,17,11
5637,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12567.0,PETali mini II,SCHWARZ,black,0,457,214,68
5638,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12574.0,Consort mini,BLAU,eclipse,0,178,80,202
5639,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12574.0,Consort mini,BRAUN,beechnut/coconut,0,147,93,0
5640,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12574.0,Consort mini,BRAUN,deer brown,0,193,92,3
5641,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12574.0,Consort mini,GRAU,iron,0,207,145,1
5642,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12574.0,Consort mini,KHAKI,olive/trout,0,77,7,0
5643,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12657.0,Tobel S,KHAKI,cedar wood,0,81,55,1
5644,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12657.0,Tobel S,ROT,raisin,0,66,45,150
5645,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12657.0,Tobel S,SCHWARZ,phantom black,0,110,87,140
5646,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12919.0,Hazel,GRAU,anthracite,0,253,165,142
5647,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12919.0,Hazel,GRAU,boulder,0,0,151,56
5648,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12919.0,Hazel,SCHWARZ,phantom black,0,247,213,111
5649,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12919.0,Hazel,WEISS,ecru,0,190,78,21
5650,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12928.0,Tecolog III 14,BLAU,marine,0,243,105,35
5651,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12928.0,Tecolog III 14,GRAU,iron,0,251,208,76
5652,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12928.0,Tecolog III 14,GRÜN,quarz,0,120,101,122
5653,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12928.0,Tecolog III 14,ROT,strawberry,0,188,118,12
5654,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12928.0,Tecolog III 14,SCHWARZ,black,0,564,1257,208
5655,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,12928.0,Tecolog III 14,TÜRKIS,peacock,0,0,94,17
5656,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,14140.0,Kisslegg,BLAU,baltic sea,0,263,126,78
5657,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,14140.0,Kisslegg,GRÜN,nickel green,0,197,107,43
5658,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,14140.0,Kisslegg,SCHWARZ,phantom black,0,390,195,70
5659,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,14321.0,CityGo 14,BLAU,baltic sea,0,1,341,262
5660,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,14321.0,CityGo 14,GELB,caramel,0,0,4,107
5661,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,14321.0,CityGo 14,GRÜN,nickel green,0,1,171,9
5662,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,14321.0,CityGo 14,PINK,dusty rose,0,0,4,196
5663,Packs-n-Bags,Rucksaecke,Packs-n-Bags,R-Rucksaecke10-14L,Unisex,14321.0,CityGo 14,SCHWARZ,black,0,1,283,138
